Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
302;Miles McBride;PG;22;NYK;45;2;13;1.2;3.6;0.337;0.7;2.3;0.288;0.6;1.3;0.424;0.429;0.5;0.7;0.7;0.2;0.7;0.9;1.2;0.6;0;0.4;1;3.6
303;CJ McCollum;SG;31;NOP;51;51;35;7.9;18.2;0.434;2.8;7.4;0.385;5.1;10.8;0.468;0.512;2.5;3.1;0.797;0.7;3.6;4.3;5.8;1;0.6;2.6;1.9;21.1
304;T.J. McConnell;PG;30;IND;55;5;19.7;3.4;6.5;0.522;0.3;0.7;0.45;3.1;5.7;0.532;0.548;0.7;0.8;0.848;0.6;2.3;2.9;5;1;0.1;1.7;1.3;7.8
305;Jaden McDaniels;PF;22;MIN;56;56;30.5;4.4;8.6;0.509;1.2;3.2;0.374;3.2;5.4;0.589;0.579;1.2;1.6;0.758;1.3;2.6;3.8;2.1;0.9;1;1.4;3.5;11.2
306;Jalen McDaniels;SF;25;TOT;57;21;26.5;3.9;8.7;0.448;1.2;3.6;0.325;2.8;5.2;0.532;0.514;1.5;1.8;0.846;0.8;4;4.8;2;1.2;0.5;1.4;2.8;10.5
306;Jalen McDaniels;SF;25;CHO;56;21;26.7;3.9;8.8;0.447;1.2;3.6;0.322;2.8;5.2;0.534;0.513;1.6;1.9;0.846;0.8;4;4.8;2;1.2;0.5;1.4;2.8;10.6
306;Jalen McDaniels;SF;25;PHI;1;0;16;2;4;0.5;1;1;1;1;3;0.333;0.625;0;0;0;1;3;4;1;0;0;0;0;5
307;Doug McDermott;SF;31;SAS;50;0;20.4;3.6;8;0.457;1.8;4.4;0.407;1.8;3.5;0.52;0.57;0.8;1;0.745;0.3;1.9;2.2;1.5;0.2;0.1;0.9;1.7;9.8
308;JaVale McGee;C;35;DAL;34;7;8.3;1.8;3;0.602;0;0.1;0.25;1.8;2.9;0.616;0.607;0.5;0.9;0.567;0.8;1.8;2.6;0.3;0.1;0.6;0.9;1.2;4.2
309;Bryce McGowens;SG;20;CHO;24;1;14.1;1.3;3.4;0.39;0.4;1.2;0.321;1;2.3;0.426;0.445;0.8;0.9;0.818;0.4;1.4;1.8;1;0.2;0.2;0.5;0.8;3.8
310;Rodney McGruder;SG;31;DET;21;2;10.3;1;2.7;0.386;0.8;2;0.39;0.3;0.8;0.375;0.526;0.4;0.5;0.727;0.5;0.8;1.3;0.7;0.2;0;0.3;0.7;3.2
311;Jordan McLaughlin;PG;26;MIN;22;0;15.5;1.5;3.5;0.421;0.4;1.8;0.231;1;1.7;0.622;0.48;0.4;0.4;1;0.5;1.1;1.5;3.3;0.8;0.1;0.8;0.5;3.7
312;De'Anthony Melton;PG;24;PHI;52;43;28.5;3.9;9.1;0.427;2.2;5.5;0.401;1.7;3.6;0.468;0.549;0.7;1;0.76;0.9;3.3;4.2;2.7;1.8;0.5;1.4;2.4;10.7
313;Chimezie Metu;C;25;SAC;43;0;10.8;2.1;3.5;0.607;0.2;0.7;0.258;1.9;2.8;0.697;0.633;0.7;0.9;0.811;0.7;2.3;3.1;0.7;0.3;0.3;0.6;1.3;5.1
314;Khris Middleton;SF;31;MIL;16;7;21.2;4.8;11.3;0.42;1.4;4.9;0.291;3.3;6.4;0.52;0.483;2.5;2.7;0.93;0.4;3;3.4;3.9;0.7;0.2;2.1;2.1;13.4
315;Patty Mills;PG;34;BRK;36;1;13.3;2;4.9;0.412;1.2;3.2;0.368;0.9;1.8;0.492;0.531;0.5;0.6;0.905;0.2;0.8;1;1.3;0.4;0.1;0.6;0.8;5.8
316;Shake Milton;SG;26;PHI;51;9;21.8;3.6;7.2;0.495;0.8;2;0.375;2.8;5.2;0.542;0.548;1.5;1.7;0.852;0.5;2.2;2.8;3.1;0.4;0.2;1.3;1.7;9.4
317;Josh Minott;SF;20;MIN;11;0;6.2;1.3;2.5;0.519;0.1;0.4;0.25;1.2;2.1;0.565;0.537;0.5;0.5;1;0.5;1.5;2;0.3;0.3;0.5;0;0.6;3.2
318;Davion Mitchell;PG;24;SAC;55;5;18;2.3;5.1;0.45;0.8;2.4;0.323;1.5;2.7;0.561;0.525;0.4;0.5;0.8;0.2;1.1;1.3;2.1;0.5;0.2;0.8;1.4;5.7
319;Donovan Mitchell;SG;26;CLE;48;48;35.4;9.3;19.6;0.477;3.6;9.3;0.386;5.8;10.3;0.559;0.568;4.6;5.3;0.875;0.9;3.1;4;4.9;1.5;0.4;2.8;2.4;26.9
320;Evan Mobley;PF;21;CLE;57;57;34.1;6.4;11.6;0.554;0.2;1.2;0.209;6.2;10.4;0.593;0.565;2.5;3.6;0.696;2.4;6.5;8.9;2.7;0.8;1.4;2;2.8;15.6
321;Isaiah Mobley;PF;23;CLE;9;0;2.9;0.4;0.9;0.5;0.1;0.2;0.5;0.3;0.7;0.5;0.563;0;0;0;0.1;1.1;1.2;0;0.1;0;0;0.2;1
322;Chima Moneke;SF;27;SAC;2;0;4;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;1;0;1;0;1;0.5;0;0;1;1;1
323;Malik Monk;SG;24;SAC;54;0;22.6;4.7;10.6;0.443;1.7;5.1;0.328;3.1;5.6;0.548;0.522;2.3;2.6;0.913;0.5;2.1;2.6;3.9;0.7;0.2;2;1.6;13.4
324;Moses Moody;SG;20;GSW;42;3;14.4;1.7;3.9;0.448;0.9;2.4;0.353;0.9;1.5;0.607;0.558;0.6;0.9;0.703;0.5;1.2;1.7;0.9;0.3;0.1;0.6;0.9;5
325;Wendell Moore Jr.;SG;21;MIN;24;2;5.8;0.6;1.5;0.405;0.1;0.7;0.125;0.5;0.9;0.619;0.432;0.2;0.2;0.8;0.1;0.6;0.7;0.7;0.3;0.2;0.3;0.5;1.5
326;Ja Morant;PG;23;MEM;46;46;32.7;9.8;20.8;0.47;1.7;5.2;0.332;8;15.5;0.517;0.512;6.3;8.4;0.747;1.2;4.7;5.9;8.3;1;0.3;3.6;1.8;27.5
327;Marcus Morris;PF;33;LAC;51;51;29;4.7;10.8;0.433;2;5.2;0.383;2.7;5.6;0.479;0.525;1.3;1.6;0.78;0.5;3.9;4.3;1.8;0.6;0.4;0.9;2.2;12.6
328;Markieff Morris;PF;33;BRK;27;1;10.6;1.2;3;0.402;0.7;1.8;0.408;0.5;1.2;0.394;0.524;0.4;0.4;1;0.5;1.7;2.2;0.9;0.3;0.2;0.5;1.2;3.6
329;Monte Morris;PG;27;WAS;47;47;28.3;4.1;8.4;0.482;1.3;3.4;0.394;2.7;5;0.542;0.562;1.1;1.4;0.803;0.4;3;3.4;5.4;0.7;0.2;1;1.4;10.6
330;Trey Murphy III;SF;22;NOP;54;44;29.5;4.6;9.3;0.491;2.2;5.6;0.403;2.3;3.7;0.622;0.612;1.8;2;0.915;0.8;2.9;3.7;1.3;1;0.5;0.7;2.1;13.1
331;Dejounte Murray;SG;26;ATL;52;52;36.5;8.4;18.2;0.463;2.1;5.7;0.368;6.3;12.5;0.507;0.521;2.1;2.5;0.832;0.7;4.8;5.5;6.2;1.6;0.3;2.3;1.5;21
332;Jamal Murray;PG;25;DEN;45;45;32.5;7.4;16;0.461;2.4;6.1;0.396;5;9.9;0.501;0.536;3.1;3.7;0.833;0.8;3.4;4.1;5.8;1;0.2;2.1;1.3;20.2
333;Keegan Murray;SF;22;SAC;54;52;29.7;4.3;9.6;0.444;2.5;6;0.417;1.8;3.6;0.49;0.574;0.9;1.2;0.794;1.1;3.5;4.6;1;0.7;0.5;0.9;1.9;12
334;Mike Muscala;C;31;TOT;44;5;14.5;2.1;4.8;0.441;1.4;3.4;0.4;0.8;1.4;0.541;0.583;0.7;0.9;0.795;0.5;2.6;3.1;0.9;0.3;0.5;0.3;1.6;6.3
334;Mike Muscala;C;31;OKC;43;5;14.5;2.1;4.7;0.438;1.3;3.3;0.394;0.8;1.4;0.541;0.576;0.7;0.9;0.795;0.5;2.6;3.1;0.9;0.3;0.4;0.3;1.6;6.2
334;Mike Muscala;C;31;BOS;1;0;16;4;8;0.5;4;8;0.5;0;0;0;0.75;0;0;0;0;1;1;2;0;1;0;1;12
335;Svi Mykhailiuk;SF;25;NYK;13;0;3.1;0.5;0.9;0.5;0.5;0.8;0.6;0;0.2;0;0.75;0.2;0.4;0.6;0;0.5;0.5;0.1;0.1;0;0.2;0.1;1.6
336;Larry Nance Jr.;PF;30;NOP;47;1;22.7;3.4;5.5;0.619;0.3;0.8;0.361;3.1;4.7;0.661;0.644;1;1.5;0.681;1.8;4.2;6;1.9;0.9;0.7;0.8;2.2;8
337;Andrew Nembhard;SG;23;IND;51;40;27.3;3.3;7.8;0.422;1.2;3.5;0.343;2.1;4.2;0.488;0.5;0.5;0.6;0.867;0.5;2.3;2.8;4.2;1;0.2;1.8;2.6;8.3
338;Aaron Nesmith;SF;23;IND;51;39;24.3;3.2;7.9;0.405;1.4;4.2;0.343;1.8;3.8;0.474;0.495;1.6;1.8;0.87;0.8;2.8;3.6;1.2;0.8;0.4;0.9;3.4;9.4
339;Raul Neto;PG;30;CLE;38;1;10.3;1.1;2.2;0.518;0.3;0.9;0.314;0.8;1.3;0.667;0.584;0.6;0.6;0.913;0.2;0.8;0.9;1.4;0.4;0.1;0.4;0.9;3.1
340;Georges Niang;PF;29;PHI;53;0;20;3.1;7;0.449;2.2;5.4;0.412;0.9;1.6;0.57;0.607;0.5;0.6;0.875;0.3;2.2;2.5;1.2;0.4;0.2;0.7;1.8;9
341;Daishen Nix;PG;20;HOU;41;5;15.5;1.2;3.5;0.345;0.7;2.3;0.309;0.5;1.2;0.412;0.445;0.5;0.8;0.71;0.3;1.4;1.7;2.5;0.6;0.1;1.4;1;3.7
342;Zeke Nnaji;PF;22;DEN;44;5;13.3;2;3.5;0.572;0.3;1;0.289;1.7;2.4;0.692;0.615;0.8;1.2;0.667;1.3;1;2.3;0.3;0.3;0.4;0.5;1.8;5.1
343;Nerlens Noel;C;28;DET;14;3;10.9;0.9;2.1;0.4;0.1;0.1;0.5;0.8;2;0.393;0.417;0.5;0.7;0.7;0.5;2.1;2.6;0.5;0.9;0.6;0.6;1.8;2.3
344;Jaylen Nowell;SG;23;MIN;59;2;19.9;4.4;9.8;0.45;1.1;3.7;0.297;3.3;6.1;0.543;0.506;1.3;1.6;0.779;0.5;2.1;2.7;2.1;0.7;0.1;1;1.5;11.2
345;Frank Ntilikina;PG;24;DAL;34;2;11.6;0.9;2.6;0.352;0.3;1.4;0.217;0.6;1.2;0.5;0.409;0.4;0.5;0.667;0.1;1.1;1.3;1.1;0.2;0.1;0.7;1.4;2.5
346;Kendrick Nunn;SG-PG;27;TOT;47;2;14.3;2.8;6.7;0.414;1.1;3.3;0.327;1.7;3.4;0.497;0.494;0.5;0.6;0.852;0.2;1.3;1.6;1.2;0.4;0.1;0.9;1;7.1
346;Kendrick Nunn;SG;27;LAL;39;2;13.5;2.6;6.4;0.406;1.1;3.2;0.325;1.6;3.2;0.488;0.488;0.4;0.5;0.81;0.1;1.3;1.4;0.9;0.3;0.1;0.8;0.9;6.7
346;Kendrick Nunn;PG;27;WAS;8;0;18.3;3.5;7.9;0.444;1.1;3.4;0.333;2.4;4.5;0.528;0.516;0.8;0.8;1;0.8;1.6;2.4;2.6;0.8;0;1.5;1.4;8.9
347;Jusuf Nurki?;C;28;POR;45;45;27.3;5.2;9.8;0.524;0.9;2.2;0.39;4.3;7.6;0.563;0.568;2.6;3.8;0.686;2.3;7.2;9.4;2.9;0.9;0.9;2.4;3.6;13.8
348;Jordan Nwora;SF;24;MIL;38;3;15.7;2;5.2;0.386;1.1;2.7;0.392;0.9;2.5;0.379;0.487;1;1.1;0.86;0.8;2.3;3.1;1;0.3;0.2;0.9;0.9;6
349;Royce O'Neale;SF;29;BRK;53;52;33.8;3.2;8.2;0.393;2.2;5.6;0.398;1;2.5;0.381;0.53;0.6;0.8;0.714;0.7;4.1;4.8;4;0.9;0.7;1.6;3.1;9.2
350;Chuma Okeke;SF;24;ORL;18;7;21.8;1.8;4.8;0.368;1;3.3;0.3;0.8;1.5;0.519;0.471;0.9;1.2;0.762;1.2;3.1;4.2;1.4;0.6;0.5;0.5;1.9;5.4
351;Josh Okogie;SG;24;PHO;48;2;13.9;1.8;4.5;0.398;0.6;1.9;0.311;1.2;2.6;0.46;0.463;1.5;2.1;0.706;1.5;1.6;3.1;1.2;0.7;0.5;0.8;1.5;5.7
352;Onyeka Okongwu;C;22;ATL;55;17;24.1;3.9;6.1;0.639;0;0.1;0.2;3.9;6;0.645;0.64;1.5;2;0.741;2.7;4.7;7.4;1;0.6;1.3;1;3.2;9.3
353;Isaac Okoro;SF;22;CLE;59;29;21;2.3;4.6;0.493;0.8;2.2;0.349;1.5;2.5;0.621;0.575;1;1.4;0.735;0.7;1.9;2.6;1.1;0.7;0.4;0.6;1.9;6.4
354;KZ Okpala;PF;23;SAC;35;3;7.1;0.5;1.1;0.421;0.2;0.6;0.333;0.3;0.5;0.529;0.513;0.2;0.2;0.875;0.2;0.8;1;0.4;0.2;0.2;0.2;1.1;1.3
355;Victor Oladipo;SG;30;MIA;26;1;28.4;4;10;0.404;1.4;4.8;0.296;2.6;5.2;0.504;0.475;1.7;2.2;0.754;0.5;3;3.5;3.9;1.7;0.2;1.8;2.4;11.2
356;Kelly Olynyk;C;31;UTA;46;46;27.9;3.9;8.1;0.488;1.4;3.5;0.389;2.6;4.5;0.565;0.573;2.4;2.9;0.841;1.2;3.8;5;3.3;1;0.6;2.2;3.8;11.7
357;Eugene Omoruyi;SF;25;OKC;22;2;12;2;4.1;0.473;0.4;1.4;0.267;1.6;2.8;0.574;0.516;0.6;1;0.609;1;1.3;2.3;0.5;0.6;0;0.7;2;4.9
358;Cedi Osman;SF;27;CLE;57;0;21.2;3.3;7.2;0.456;1.4;4.1;0.346;1.9;3.1;0.598;0.554;1;1.5;0.675;0.3;1.9;2.2;1.6;0.5;0.1;0.7;1.6;8.9
359;Kelly Oubre Jr.;SF;27;CHO;35;30;32.6;7.5;17.8;0.421;2.3;7.4;0.308;5.2;10.4;0.503;0.486;2.9;4;0.714;1.5;3.6;5.1;1.2;1.6;0.4;1.3;3;20.2
360;Chris Paul;PG;37;PHO;37;37;31.8;4.8;11.1;0.428;1.6;4.2;0.382;3.1;6.9;0.457;0.501;2.7;3.2;0.839;0.4;3.9;4.2;8.7;1.5;0.5;2;2.3;13.8
361;Cameron Payne;PG;28;PHO;28;14;24;4.5;11;0.412;1.7;4.5;0.378;2.8;6.5;0.436;0.49;1.4;1.8;0.776;0.3;2;2.3;5.3;0.9;0.2;2;2;12.1
362;Gary Payton II;PG;30;POR;15;1;17;1.6;2.7;0.585;0.6;1.1;0.529;1;1.6;0.625;0.695;0.3;0.3;1;0.7;1.9;2.6;1.5;1.1;0.1;0.8;1.9;4.1
363;Theo Pinson;SG;27;DAL;30;0;6.4;0.6;1.6;0.375;0.4;1.2;0.371;0.2;0.4;0.385;0.51;0.3;0.4;0.818;0.2;0.9;1.2;0.8;0.1;0;0.3;0.5;1.9
364;Scotty Pippen Jr.;PG;22;LAL;6;0;5.3;0.7;2;0.333;0.2;0.5;0.333;0.5;1.5;0.333;0.375;0.8;1.5;0.556;0.3;0.3;0.7;0.3;0.3;0.2;0.3;0.5;2.3
365;Mason Plumlee;C;32;CHO;56;56;28.5;4.7;7.1;0.669;0;0;0;4.7;7.1;0.669;0.669;2.8;4.6;0.605;3.3;6.3;9.7;3.7;0.6;0.6;1.6;2.9;12.2
366;Jakob Poeltl;C;27;TOT;47;46;25.9;5.1;8.3;0.618;0;0;0;5.1;8.3;0.62;0.618;1.7;2.9;0.588;3.3;5.7;8.9;3;0.8;1.1;2.1;2.6;12
366;Jakob Poeltl;C;27;SAS;46;46;26.1;5.2;8.4;0.616;0;0;0;5.2;8.4;0.618;0.616;1.7;2.8;0.605;3.3;5.7;9;3.1;0.8;1.1;2.1;2.6;12.1
366;Jakob Poeltl;C;27;TOR;1;0;17;2;2;1;0;0;0;2;2;1;1;2;7;0.286;1;3;4;2;0;0;3;5;6
367;Aleksej Pokusevski;PF;21;OKC;31;25;21.8;3.5;7.8;0.44;1.2;3.3;0.376;2.2;4.6;0.486;0.519;0.7;1.1;0.636;1.5;3.6;5.1;2;0.6;1.3;1.3;1.8;8.8
368;Jordan Poole;PG;23;GSW;56;33;30.6;7.1;16.2;0.439;2.7;8;0.334;4.5;8.3;0.541;0.521;4;4.7;0.866;0.4;2.4;2.8;4.5;0.8;0.3;3.4;2.7;20.9
369;Kevin Porter Jr.;PG;22;HOU;40;40;34;6.7;15.4;0.437;2.2;6.4;0.346;4.5;9;0.501;0.509;3.5;4.6;0.766;1.4;4.1;5.5;5.6;1.3;0.4;3.6;2.7;19.2
370;Michael Porter Jr.;SF;24;DEN;40;40;29.2;6.2;12.9;0.478;2.8;7;0.404;3.3;5.9;0.566;0.587;1.6;2;0.797;0.9;4.4;5.4;1.1;0.7;0.5;1.1;2.3;16.7
371;Otto Porter Jr.;SF;29;TOR;8;2;18.3;1.9;3.8;0.5;0.8;2.1;0.353;1.1;1.6;0.692;0.6;1;1;1;0.8;1.6;2.4;1;1.4;0;0.5;0.9;5.5
372;Bobby Portis;PF;27;MIL;47;14;26.8;6;12;0.499;1.2;3.6;0.341;4.7;8.4;0.567;0.551;1.2;1.5;0.829;2.6;7.5;10.1;1.8;0.5;0.2;1.3;1.7;14.4
373;Kristaps Porzi??is;C;27;WAS;47;47;32.6;7.4;15.3;0.48;2;5.6;0.368;5.3;9.8;0.543;0.546;5.9;7;0.838;1.9;6.7;8.7;2.5;0.9;1.6;2.1;3.1;22.6
374;Micah Potter;PF;24;UTA;3;0;4.7;0.7;0.7;1;0;0;0;0.7;0.7;1;1;0;0;0;0.3;0.7;1;0.7;0;0;0;0.7;1.3
375;Dwight Powell;C;31;DAL;53;41;19.8;2.5;3.5;0.718;0;0.1;0;2.5;3.5;0.73;0.718;1.7;2.4;0.711;2.1;2.2;4.2;0.8;0.6;0.4;0.9;2.9;6.8
376;Norman Powell;SG;29;LAC;49;7;25.8;5.6;11.6;0.483;2;4.8;0.414;3.6;6.7;0.533;0.57;3.7;4.6;0.804;0.4;2.7;3.1;1.8;0.8;0.3;1.7;2;16.9
377;Jason Preston;PG;23;LAC;13;0;9.4;1.4;3.2;0.439;0.4;1.4;0.278;1;1.8;0.565;0.5;0;0.2;0;0.2;1.5;1.7;2.1;0.2;0;0.8;0.5;3.2
378;Joshua Primo;SG;20;SAS;4;0;23.3;2.3;6.5;0.346;0.8;3;0.25;1.5;3.5;0.429;0.404;1.8;2.3;0.778;0.5;2.8;3.3;4.5;0.3;0.5;2.8;2;7
379;Taurean Prince;SF;28;MIN;35;1;21.2;3.2;6.5;0.493;1.4;3.4;0.4;1.8;3.1;0.598;0.599;0.9;1;0.833;0.3;2.1;2.4;1.6;0.5;0.4;1.3;2.4;8.6
380;Payton Pritchard;PG;25;BOS;40;2;12.6;1.8;4.5;0.4;0.9;2.7;0.33;0.9;1.8;0.507;0.5;0.2;0.3;0.667;0.5;1;1.5;1.1;0.3;0;0.8;0.8;4.7
381;Trevelin Queen;SG;25;IND;7;0;10;1;4.1;0.241;0.3;2.1;0.133;0.7;2;0.357;0.276;0.7;0.7;1;1.1;1.3;2.4;0.9;0.3;0.7;1;0.6;3
382;Neemias Queta;C;23;SAC;4;0;6.3;1.5;2;0.75;0;0;0;1.5;2;0.75;0.75;0;0.5;0;1;1.3;2.3;0.3;0;0.3;0.3;1.8;3
383;Immanuel Quickley;PG;23;NYK;57;10;27.8;4.4;10.2;0.436;1.7;4.9;0.349;2.7;5.3;0.517;0.52;2;2.5;0.823;0.7;3.3;4;3.2;0.9;0.1;1.1;2.1;12.6
384;Julius Randle;PF;28;NYK;58;58;35.9;8.4;18.2;0.46;2.7;8;0.339;5.7;10.3;0.555;0.534;5.4;7.1;0.753;2.2;8.6;10.8;4.2;0.7;0.3;2.9;3.1;24.9
385;Austin Reaves;SG;24;LAL;39;12;28.1;3.4;7;0.489;1.3;3.4;0.371;2.2;3.6;0.6;0.579;2.5;2.9;0.884;0.6;2.4;3;2.2;0.5;0.4;1.4;1.7;10.6
386;Cam Reddish;SF;23;TOT;21;9;21.7;3.1;6.8;0.455;0.9;2.9;0.311;2.2;3.9;0.561;0.521;1.4;1.6;0.882;0.3;1.2;1.6;1;0.7;0.4;0.7;1.7;8.5
386;Cam Reddish;SF;23;NYK;20;8;21.9;3.1;6.8;0.449;0.9;2.8;0.304;2.2;4;0.55;0.511;1.5;1.7;0.879;0.4;1.2;1.6;1;0.8;0.4;0.8;1.6;8.4
386;Cam Reddish;SF;23;POR;1;1;17;4;7;0.571;2;5;0.4;2;2;1;0.714;1;1;1;0;2;2;2;0;0;0;3;11
387;Davon Reed;SG;27;DEN;35;1;9;0.7;2.3;0.313;0.5;1.3;0.364;0.3;1;0.25;0.413;0.4;0.6;0.75;0.3;1.3;1.6;0.5;0.4;0.1;0.6;1;2.3
388;Paul Reed;C;23;PHI;42;0;9.4;1.3;2.3;0.573;0;0.1;0;1.3;2.2;0.598;0.573;0.4;0.5;0.75;1.2;2;3.2;0.3;0.6;0.5;0.5;1.8;3
389;Naz Reid;C;23;MIN;51;10;17.9;4.1;7.7;0.536;1;2.9;0.338;3.1;4.8;0.656;0.599;1;1.6;0.663;1.2;3.6;4.8;1;0.6;0.9;1.3;2.5;10.3
390;Jared Rhoden;SG;23;DET;1;0;12;1;3;0.333;0;1;0;1;2;0.5;0.333;0;0;0;0;1;1;0;0;0;0;3;2
391;Nick Richards;C;25;CHO;43;0;17.2;3.1;4.9;0.626;0;0;0;3.1;4.9;0.626;0.626;2;2.7;0.724;2.5;3.2;5.7;0.5;0.2;0.9;0.9;2.3;8.1
392;Josh Richardson;SG;29;SAS;42;6;23.7;4.2;9.7;0.436;1.8;4.9;0.357;2.5;4.7;0.518;0.527;1.3;1.4;0.883;0.7;2.1;2.8;3.3;1;0.3;1.5;1.7;11.5
393;Austin Rivers;SG;30;MIN;44;10;21.1;2;4.3;0.46;0.9;2.5;0.367;1;1.8;0.59;0.567;0.7;0.8;0.857;0.1;1.7;1.8;1.6;0.6;0.1;0.5;1.7;5.5
394;Duncan Robinson;SF;28;MIA;28;0;17.9;2.3;6.2;0.368;1.6;5;0.331;0.6;1.3;0.514;0.5;0.7;0.8;0.909;0.3;1.7;1.9;1.2;0.3;0;0.7;2;6.9
395;Mitchell Robinson;C;24;NYK;38;37;26.9;3.1;4.6;0.674;0;0;0;3.1;4.6;0.674;0.674;1;2;0.506;4.3;4.6;8.9;1;0.9;1.8;0.5;2.9;7.2
396;Orlando Robinson;C;22;MIA;27;1;14.1;1.6;3;0.531;0;0.2;0;1.6;2.8;0.566;0.531;0.8;1.1;0.724;1.5;2.6;4.1;0.8;0.4;0.4;0.6;1.9;4
397;Jeremiah Robinson-Earl;PF;22;OKC;26;18;21.1;3.3;6.7;0.489;1.1;2.9;0.382;2.2;3.8;0.571;0.572;0.8;1.1;0.786;2;3;5;1;0.7;0.4;0.6;1.9;8.5
398;Isaiah Roby;PF;24;SAS;41;2;11.4;1.6;3.8;0.432;0.4;1.5;0.3;1.2;2.3;0.516;0.49;0.5;1;0.488;0.5;2.1;2.6;0.9;0.4;0.2;0.8;1.3;4.2
399;David Roddy;PF;21;MEM;46;1;17.8;2.4;5.8;0.419;0.8;2.9;0.293;1.6;2.9;0.545;0.492;0.7;1;0.625;0.7;2;2.7;0.7;0.5;0.3;0.9;1.5;6.3
400;Ryan Rollins;PG;20;GSW;12;0;5.2;0.6;1.7;0.35;0.3;0.8;0.333;0.3;0.9;0.364;0.425;0.5;0.5;1;0.3;0.8;1;0.5;0.1;0.1;1.3;0.8;1.9
401;Derrick Rose;PG;34;NYK;26;0;12.9;2.3;6;0.394;0.7;2.3;0.317;1.6;3.7;0.442;0.455;0.4;0.5;0.917;0.3;1.2;1.5;1.8;0.3;0.2;0.8;0.7;5.8
