Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
402;Terrence Ross;SG;31;ORL;42;9;22.5;3.1;7.1;0.431;1.5;3.8;0.381;1.6;3.3;0.489;0.533;0.4;0.5;0.75;0.2;1.8;2;1.3;0.6;0.2;0.9;1.3;8
403;Terry Rozier;SG;28;CHO;48;48;35.7;8;19.3;0.415;2.7;8.1;0.331;5.3;11.2;0.477;0.485;2.9;3.5;0.822;1;3.3;4.3;4.9;1.1;0.2;2.1;1.8;21.6
404;Ricky Rubio;PG;32;CLE;13;0;16.3;1.9;5.8;0.329;1;3.5;0.289;0.9;2.4;0.387;0.414;0.6;0.9;0.667;0.2;2.3;2.5;3.9;1;0.2;0.8;1.5;5.5
405;D'Angelo Russell;PG;26;TOT;55;55;33;6.3;13.4;0.465;2.7;6.9;0.39;3.5;6.5;0.546;0.566;2.6;3.1;0.853;0.5;2.6;3.1;6.2;1.1;0.4;2.7;2.1;17.9
405;D'Angelo Russell;PG;26;MIN;54;54;32.9;6.3;13.5;0.465;2.7;7;0.391;3.5;6.4;0.546;0.567;2.6;3.1;0.856;0.5;2.5;3.1;6.2;1.1;0.4;2.7;2.2;17.9
405;D'Angelo Russell;PG;26;LAL;1;1;35;6;12;0.5;1;3;0.333;5;9;0.556;0.542;2;3;0.667;1;4;5;6;0;0;3;1;15
406;Matt Ryan;SF;25;TOT;32;0;9.5;1.3;3.3;0.374;1;2.6;0.386;0.3;0.8;0.333;0.523;0.3;0.4;0.833;0.1;0.7;0.8;0.5;0.2;0;0.2;0.8;3.8
406;Matt Ryan;SF;25;LAL;12;0;10.8;1.3;4.1;0.306;1.1;2.9;0.371;0.2;1.2;0.143;0.439;0.3;0.4;0.8;0.2;1;1.2;0.3;0.2;0;0.3;1.2;3.9
406;Matt Ryan;SF;25;MIN;20;0;8.7;1.3;2.9;0.431;1;2.4;0.396;0.3;0.5;0.6;0.595;0.3;0.4;0.857;0.1;0.5;0.6;0.6;0.2;0.1;0.2;0.7;3.8
407;Domantas Sabonis;C;26;SAC;54;54;34.6;7.1;11.6;0.611;0.4;1.2;0.354;6.6;10.4;0.641;0.63;4.1;5.5;0.756;2.9;9.3;12.2;6.9;0.8;0.5;2.9;3.7;18.7
408;Dario ari?;PF;28;PHO;37;12;14.4;2.1;4.8;0.427;0.7;1.9;0.391;1.3;2.9;0.45;0.503;1;1.2;0.818;1.1;2.8;3.8;1.5;0.4;0.1;1;1.9;5.8
409;Jordan Schakel;SF;24;WAS;2;0;3;0.5;1;0.5;0.5;0.5;1;0;0.5;0;0.75;0;0;0;0;0;0;0.5;0.5;0;0;0.5;1.5
410;Admiral Schofield;PF;25;ORL;27;0;13;1.6;3.4;0.478;0.7;2;0.333;1;1.4;0.684;0.576;0.6;0.7;0.895;0.7;1.2;1.9;0.9;0.2;0.1;0.2;1.9;4.6
411;Dennis Schröder;PG;29;LAL;43;40;30.9;4.1;9.7;0.423;1.2;3.6;0.346;2.9;6.2;0.468;0.487;3.2;3.7;0.879;0.3;2.4;2.7;4.2;0.7;0.1;1.6;2.3;12.7
412;Dereon Seabron;SG;22;NOP;4;0;2;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;0.3;0;0.3;0;0;0;0;0.3;1
413;Alperen Þengün;C;20;HOU;51;48;28.3;6;10.5;0.567;0.2;0.7;0.333;5.7;9.8;0.584;0.578;3.1;4.2;0.751;3.1;5.6;8.7;3.7;0.8;1;2.5;3.4;15.3
414;Collin Sexton;SG;24;UTA;45;13;24.4;5;9.7;0.509;1.1;2.6;0.417;3.9;7.2;0.542;0.564;3.5;4.3;0.823;0.8;1.5;2.3;2.8;0.6;0.1;1.8;2.4;14.5
415;Landry Shamet;SG;25;PHO;30;7;21.4;3.1;8.1;0.38;2;5.4;0.377;1;2.7;0.388;0.506;1.4;1.5;0.911;0.3;1.4;1.7;2.2;0.6;0.2;1;1.5;9.5
416;Day'Ron Sharpe;C;21;BRK;31;2;10.1;1.6;3.1;0.521;0.1;0.2;0.667;1.5;2.9;0.511;0.542;0.5;0.7;0.652;1.6;2.1;3.7;0.7;0.2;0.5;0.8;1.8;3.8
417;Shaedon Sharpe;SG;19;POR;55;5;20.1;3.1;6.5;0.474;0.9;2.7;0.347;2.1;3.8;0.565;0.546;0.5;0.8;0.652;0.8;1.7;2.5;0.6;0.3;0.3;0.7;1.6;7.7
418;Pascal Siakam;C;28;TOR;47;47;37.6;9;18.9;0.477;1.4;4.1;0.34;7.6;14.8;0.516;0.515;5.7;7.4;0.769;1.9;6;7.9;6.1;0.8;0.5;2.6;3.5;25.2
419;Chris Silva;PF;26;DAL;1;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;2;2
420;Ben Simmons;PG;26;BRK;40;33;26.8;3.3;5.8;0.567;0;0.1;0;3.3;5.7;0.572;0.567;0.6;1.4;0.439;1;5.4;6.4;6.3;1.4;0.6;2.4;3.3;7.2
421;Marko Simonovic;C;23;CHI;2;0;1.5;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
422;Anfernee Simons;SG;23;POR;54;54;35.9;7.7;17;0.452;3.6;9.4;0.381;4.1;7.6;0.539;0.557;2.6;2.9;0.91;0.3;2.4;2.7;4.2;0.7;0.2;2.2;2.4;21.6
423;Jericho Sims;C;24;NYK;45;14;16;1.7;2.2;0.772;0;0;0;1.7;2.2;0.78;0.772;0.3;0.4;0.75;2;2.8;4.8;0.5;0.3;0.6;0.5;1.9;3.7
424;Marcus Smart;PG;28;BOS;41;41;32.4;4;9.5;0.422;1.8;5.3;0.333;2.2;4.1;0.535;0.515;1.4;1.8;0.767;0.7;2.7;3.4;7.2;1.3;0.4;2.4;2.7;11.1
425;Dennis Smith Jr.;PG;25;CHO;36;11;24.9;3.4;8;0.424;0.4;1.9;0.221;3;6.1;0.486;0.45;1.1;1.5;0.709;0.4;2.4;2.8;4.4;1.3;0.4;1.5;2.2;8.3
426;Dru Smith;SG;25;TOT;7;1;13.1;1.1;2.9;0.4;0.3;1.3;0.222;0.9;1.6;0.545;0.45;0;0;0;0.1;2;2.1;1.3;1;0.4;0.3;1.9;2.6
426;Dru Smith;SG;25;MIA;5;1;13.4;1;2.8;0.357;0.2;1.2;0.167;0.8;1.6;0.5;0.393;0;0;0;0.2;1.6;1.8;1;0.8;0.6;0.2;2;2.2
426;Dru Smith;SG;25;BRK;2;0;12.5;1.5;3;0.5;0.5;1.5;0.333;1;1.5;0.667;0.583;0;0;0;0;3;3;2;1.5;0;0.5;1.5;3.5
427;Ish Smith;PG;34;DEN;28;0;9.9;1.3;3.1;0.414;0.1;0.2;0.333;1.2;2.9;0.42;0.425;0;0.1;0.5;0.1;1.1;1.3;2.2;0.2;0.2;1.1;0.9;2.7
428;Jabari Smith Jr.;PF;19;HOU;53;53;29.8;4.2;10.8;0.392;1.6;5.3;0.301;2.6;5.5;0.479;0.466;1.9;2.4;0.787;1.2;5.7;6.9;1.2;0.5;1;1.4;3;12
429;Jalen Smith;PF;22;IND;50;28;18.4;3.4;7.5;0.46;0.8;3;0.273;2.6;4.5;0.585;0.515;1.5;2;0.76;1.8;3.9;5.6;1;0.3;0.8;1.1;2.1;9.2
430;Jeremy Sochan;PF;19;SAS;46;43;25.7;4.1;8.9;0.457;0.6;2.3;0.269;3.5;6.7;0.521;0.491;1.3;1.9;0.686;1.7;3.3;4.9;2.5;0.8;0.4;1.7;2.5;10.1
431;Jaden Springer;SG;20;PHI;7;0;3.7;1;1.7;0.583;0;0;0;1;1.7;0.583;0.583;0.4;0.6;0.75;0.6;0.4;1;0.1;0.3;0.3;0.1;1;2.4
432;Lamar Stevens;PF;25;CLE;41;18;17.9;2.1;4.5;0.462;0.5;1.5;0.311;1.6;3;0.536;0.513;0.6;0.9;0.694;0.6;2.4;3;0.5;0.4;0.3;0.5;1.3;5.3
433;Isaiah Stewart;C;21;DET;46;43;28.3;3.9;9;0.436;1.2;4.1;0.303;2.7;4.9;0.546;0.505;2.2;3;0.736;2.4;5.8;8.2;1.4;0.4;0.7;1.4;2.7;11.3
434;Max Strus;SF;26;MIA;55;25;29.8;4.3;10.7;0.402;2.6;7.5;0.342;1.7;3.2;0.543;0.522;1.1;1.2;0.897;0.7;2.9;3.5;2.2;0.7;0.2;1;2.1;12.3
435;Jalen Suggs;PG;21;ORL;32;14;22.8;3.3;7.8;0.422;1.1;3.7;0.305;2.2;4.1;0.527;0.494;1.5;2.2;0.676;0.8;1.9;2.7;3.5;1.3;0.5;1.9;2.4;9.2
436;Edmond Sumner;SG;27;BRK;46;12;14.5;2.5;5.3;0.459;0.6;1.8;0.346;1.8;3.6;0.515;0.516;1.9;2.1;0.926;0.2;1.3;1.6;1.4;0.7;0.2;1;1.7;7.4
437;Cole Swider;SF;23;LAL;6;0;6.7;0.5;1.5;0.333;0.5;1.3;0.375;0;0.2;0;0.5;0;0;0;0.2;1;1.2;0.7;0;0;0;0.5;1.5
438;Jae'Sean Tate;SF;27;HOU;18;3;20.9;3.1;6.9;0.44;0.4;1.3;0.304;2.7;5.7;0.471;0.468;1.1;1.7;0.667;1.7;2.3;4.1;2.7;0.6;0.2;1.6;3.3;7.6
439;Jayson Tatum;PF;24;BOS;53;53;37.3;10;21.5;0.465;3.3;9.3;0.356;6.7;12.2;0.548;0.542;7.5;8.6;0.867;1.1;7.5;8.6;4.5;1;0.8;2.9;2.2;30.8
440;Terry Taylor;PF;23;IND;26;2;8.8;1.2;2.5;0.462;0.2;0.7;0.222;1;1.8;0.553;0.492;0.2;0.3;0.714;0.8;0.7;1.5;0.4;0.1;0.2;0.3;0.9;2.7
441;Garrett Temple;SG;36;NOP;18;0;7.2;0.8;1.9;0.429;0.5;1.2;0.429;0.3;0.8;0.429;0.557;0.2;0.2;0.75;0.1;0.5;0.6;0.6;0.5;0.1;0.2;0.8;2.3
442;Dalen Terry;SG;20;CHI;20;0;3.2;0.4;0.9;0.389;0.1;0.3;0.2;0.3;0.7;0.462;0.417;0.2;0.3;0.5;0.1;0.3;0.4;0.4;0.1;0.2;0.2;0.3;0.9
443;Daniel Theis;C;30;IND;5;0;14.2;2.6;4.8;0.542;0.2;1;0.2;2.4;3.8;0.632;0.563;0.6;1.6;0.375;0.2;2.2;2.4;0.6;0;0.6;0.4;0.8;6
444;Cam Thomas;SG;21;BRK;39;3;16.4;3.6;7.7;0.46;0.8;2.1;0.398;2.7;5.6;0.484;0.515;2.7;3.3;0.843;0.2;1.5;1.7;1.5;0.4;0.1;1.1;1;10.7
445;Klay Thompson;SG;32;GSW;44;44;32.8;7.7;18.4;0.418;4.2;10.6;0.398;3.5;7.8;0.446;0.533;1.8;2;0.897;0.7;3.3;3.9;2.4;0.7;0.4;1.7;2.1;21.4
446;JT Thor;PF;20;CHO;45;0;10.9;1;2.6;0.368;0.3;1.3;0.237;0.6;1.3;0.5;0.427;0.4;0.6;0.621;0.5;1.2;1.7;0.4;0.2;0.2;0.5;0.8;2.6
447;Matisse Thybulle;SG;25;PHI;49;6;12.1;1;2.4;0.431;0.4;1.3;0.333;0.6;1.1;0.547;0.522;0.2;0.2;0.75;0.4;0.9;1.3;0.5;0.9;0.3;0.2;1.3;2.7
448;Xavier Tillman Sr.;PF;24;MEM;36;7;14.5;2.2;3.6;0.605;0.1;0.3;0.3;2.1;3.3;0.63;0.616;0.7;1.4;0.5;1.8;2.1;3.9;1.1;0.8;0.3;0.6;1.1;5.1
449;Isaiah Todd;PF;21;WAS;4;0;3.3;0.3;1;0.25;0;0.8;0;0.3;0.3;1;0.25;0;0;0;0;0;0;0;0;0;0;0;0.5
450;Obi Toppin;PF;24;NYK;43;0;14.9;2.3;5.7;0.414;1.2;3.3;0.35;1.2;2.3;0.505;0.516;0.5;0.7;0.742;0.5;2.7;3.2;0.9;0.3;0.1;0.5;1;6.4
451;Juan Toscano-Anderson;SF;29;LAL;30;7;12.2;1.1;2.2;0.5;0.1;0.7;0.2;1;1.5;0.63;0.53;0.4;0.5;0.733;0.5;1.6;2;0.8;0.3;0.2;0.6;1.5;2.7
452;Karl-Anthony Towns;PF;27;MIN;21;21;33.8;7.3;14.4;0.505;1.8;5.6;0.325;5.5;8.9;0.618;0.568;4.4;5;0.885;1.7;6.5;8.2;5.3;0.8;0.7;3.1;3.9;20.8
453;Gary Trent Jr.;SG;24;TOR;50;40;33.6;6.5;14.8;0.442;2.6;7.2;0.369;3.9;7.6;0.512;0.532;2.9;3.5;0.834;0.4;2.2;2.6;1.6;1.7;0.3;0.9;1.7;18.6
454;P.J. Tucker;PF;37;PHI;53;53;26.2;1.2;2.9;0.418;0.7;1.7;0.389;0.5;1.2;0.46;0.533;0.3;0.3;0.889;1.3;2.7;4;0.8;0.5;0.2;0.7;2.5;3.4
455;Myles Turner;C;26;IND;49;49;29.7;6.2;11.6;0.539;1.6;4.1;0.387;4.7;7.5;0.621;0.607;3.5;4.5;0.781;1.6;6.4;7.9;1.3;0.6;2.3;1.6;3.3;17.6
456;Jonas Valan?i?nas;C;30;NOP;56;56;24.6;5.7;10.6;0.539;0.6;1.6;0.344;5.2;9;0.574;0.566;2.4;3;0.825;2.9;6.8;9.8;1.6;0.3;0.5;1.9;3.1;14.5
457;Jarred Vanderbilt;PF;23;TOT;53;41;24;3.4;6;0.56;0.4;1.1;0.333;3;4.9;0.609;0.59;1.3;2;0.663;2.3;5.5;7.9;2.8;1;0.3;1.3;2.5;8.4
457;Jarred Vanderbilt;PF;23;UTA;52;41;24.1;3.3;6;0.556;0.4;1.1;0.333;3;4.9;0.606;0.587;1.3;2;0.657;2.3;5.5;7.9;2.7;1;0.3;1.3;2.6;8.3
457;Jarred Vanderbilt;PF;23;LAL;1;0;17;5;7;0.714;0;0;0;5;7;0.714;0.714;2;2;1;2;6;8;4;1;0;0;1;12
458;Fred VanVleet;PG;28;TOR;48;48;37;6.4;16.2;0.394;2.9;8.6;0.341;3.5;7.6;0.455;0.485;3.9;4.3;0.898;0.5;3.9;4.4;6.4;1.6;0.6;1.9;2.9;19.6
459;Devin Vassell;SG;22;SAS;29;24;31.3;7.1;16;0.445;2.8;7;0.404;4.3;9;0.477;0.533;2.4;3;0.793;0.2;3.8;4;3.6;1.2;0.4;1.6;1.4;19.4
460;Gabe Vincent;PG;26;MIA;43;9;25.9;3.4;8.5;0.398;1.7;5.2;0.324;1.7;3.2;0.518;0.499;1.2;1.3;0.877;0.4;1.9;2.3;2.6;0.9;0.1;1.5;2.4;9.6
461;Noah Vonleh;C;27;BOS;23;1;7.4;0.5;1;0.458;0;0.2;0.25;0.4;0.9;0.5;0.479;0.1;0.1;1;0.8;1.3;2.1;0.3;0.1;0.3;0.5;1.5;1.1
462;Nikola Vu?evi?;C;32;CHI;56;56;34;7.3;14.1;0.521;1.6;4.7;0.351;5.7;9.4;0.605;0.579;1.5;1.9;0.827;2.1;9.4;11.4;3.4;0.7;0.8;1.7;2.2;17.9
463;Dean Wade;PF;26;CLE;29;9;22.7;2;4.4;0.45;1.2;3.1;0.396;0.8;1.3;0.579;0.589;0.5;0.8;0.652;0.6;3.2;3.8;1;0.7;0.4;0.4;2.4;5.8
464;Franz Wagner;SF;21;ORL;56;56;33.2;7;14.4;0.482;1.6;4.5;0.36;5.3;9.9;0.538;0.538;3.5;4.3;0.832;0.9;3.1;4;3.5;0.9;0.2;2.1;2.3;19.1
465;Moritz Wagner;C;25;ORL;36;14;21.3;3.8;7.6;0.5;1.1;3.2;0.328;2.7;4.3;0.628;0.57;3;3.4;0.863;1.4;3.4;4.9;1.7;0.7;0.2;1.2;2.8;11.6
466;Ish Wainright;SF;28;PHO;40;1;15.7;1.5;3.9;0.391;1;2.9;0.348;0.5;1;0.512;0.519;0.4;0.5;0.81;0.9;1.3;2.2;1.1;0.9;0.3;0.5;2.1;4.5
467;Jabari Walker;SF;20;POR;36;0;8.5;1;2.3;0.444;0.1;0.6;0.238;0.9;1.7;0.517;0.475;0.5;0.7;0.72;0.8;1.3;2.1;0.5;0.1;0.1;0.3;1;2.6
468;Kemba Walker;PG;32;DAL;9;1;16;2.7;6.3;0.421;0.8;3.1;0.25;1.9;3.2;0.586;0.482;1.9;2.3;0.81;0.3;1.4;1.8;2.1;0.2;0.2;0.4;1.2;8
469;Lonnie Walker IV;SG;24;LAL;40;32;27.6;4.9;10.8;0.455;1.8;4.9;0.369;3.1;6;0.525;0.538;1.9;2.1;0.882;0.3;1.8;2.2;1.4;0.7;0.3;0.9;1.6;13.5
470;John Wall;PG;32;LAC;34;3;22.2;4.1;9.9;0.408;1;3.2;0.303;3.1;6.7;0.459;0.457;2.3;3.3;0.681;0.4;2.3;2.7;5.2;0.8;0.4;2.4;1.7;11.4
471;T.J. Warren;PF;29;BRK;26;0;18.8;3.9;7.7;0.51;0.6;1.8;0.333;3.3;5.8;0.566;0.55;1;1.3;0.818;0.5;2.3;2.8;1.1;0.6;0.3;0.7;1.7;9.5
472;Duane Washington Jr.;SG;22;PHO;31;3;12.7;3;8.3;0.367;1.3;3.6;0.36;1.7;4.7;0.372;0.445;0.5;0.8;0.667;0.1;1.1;1.2;2;0.2;0.1;1.1;0.7;7.9
473;P.J. Washington;PF;24;CHO;57;57;32.8;5.6;12.9;0.436;1.9;5.7;0.339;3.7;7.2;0.512;0.511;1.8;2.3;0.763;1;3.5;4.6;2.4;0.9;1.1;1.4;2.7;15
474;TyTy Washington Jr.;PG;21;HOU;21;0;12;1.7;4.5;0.368;0.3;2.1;0.159;1.3;2.4;0.549;0.405;0.3;0.5;0.545;0.1;1.2;1.3;1.4;0.4;0;0.4;1.1;4
475;Yuta Watanabe;SF;28;BRK;42;0;18.3;2.4;4.5;0.518;1.2;2.6;0.481;1.1;2;0.566;0.654;0.6;0.9;0.73;0.6;2;2.6;0.9;0.5;0.4;0.4;1.5;6.6
476;Lindy Waters III;SG;25;OKC;21;0;11;1.4;3.5;0.392;1.2;3.2;0.368;0.2;0.3;0.667;0.561;0.2;0.3;0.714;0.3;1.2;1.6;0.8;0.3;0.3;0.2;1;4.2
477;Trendon Watford;PF;22;POR;40;2;16.2;2.1;3.6;0.573;0.4;0.8;0.452;1.7;2.8;0.607;0.622;1;1.4;0.759;0.6;2.7;3.3;1.7;0.4;0.2;1;1.8;5.5
478;Peyton Watson;SG;20;DEN;11;0;3.4;0.8;1.5;0.529;0.1;0.2;0.5;0.7;1.4;0.533;0.559;0;0.2;0;0.3;0.5;0.7;0.1;0;0.1;0.2;0.2;1.7
479;Blake Wesley;SG;19;SAS;13;1;12.3;1.6;4;0.404;0.5;1.2;0.467;1.1;2.8;0.378;0.471;0.3;0.6;0.5;0.2;1.2;1.3;1.3;0.2;0.1;1.4;1.6;4.1
480;Russell Westbrook;PG;34;LAL;52;3;28.7;5.8;14;0.417;1.2;4.1;0.296;4.6;9.9;0.467;0.46;3;4.6;0.655;1.1;5;6.2;7.5;1;0.4;3.5;2.3;15.9
481;Coby White;SG;22;CHI;48;0;21.7;3;7.3;0.406;1.6;4.5;0.35;1.4;2.8;0.496;0.514;0.9;1.1;0.824;0.2;2.4;2.6;2;0.7;0.1;0.8;1.7;8.4
482;Derrick White;SG;28;BOS;56;48;27.3;3.9;8.4;0.459;1.7;4.4;0.391;2.1;4;0.533;0.561;1.8;2.1;0.864;0.5;2.8;3.3;3.6;0.7;0.9;1;2.2;11.3
483;Jack White;SF;25;DEN;13;0;3.2;0.4;1.1;0.357;0.1;0.5;0.167;0.3;0.6;0.5;0.393;0.1;0.1;1;0.2;0.3;0.5;0;0.1;0.2;0.1;0.5;0.9
484;Joe Wieskamp;SF;23;TOR;2;0;8.5;1.5;2.5;0.6;1.5;2;0.75;0;0.5;0;0.9;0;0;0;0;0;0;0.5;0;0;0.5;0;4.5
485;Aaron Wiggins;SG;24;OKC;44;12;18.7;2.5;5;0.5;0.7;1.8;0.397;1.8;3.2;0.556;0.57;0.8;1;0.814;1;2.2;3.3;1.4;0.5;0.2;0.8;1.7;6.5
486;Andrew Wiggins;SF;27;GSW;36;36;32;6.6;14.1;0.469;2.4;6.1;0.393;4.2;8;0.528;0.554;1.2;1.9;0.6;1.6;3.3;5;2.3;1.3;0.8;1.3;2.9;16.8
487;Alondes Williams;SG;23;BRK;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0
488;Grant Williams;PF;24;BOS;55;20;27.7;2.9;6.3;0.468;1.5;3.7;0.416;1.4;2.6;0.542;0.59;1.3;1.5;0.843;1.1;3.6;4.7;1.7;0.7;0.4;1.1;2.6;8.7
489;Jalen Williams;SG;21;OKC;51;38;29;4.8;9.6;0.502;0.8;2.7;0.314;4;6.9;0.575;0.546;1.5;2;0.75;0.8;3.2;4.1;2.9;1.2;0.5;1.6;2.5;12
490;Jaylin Williams;PF;20;OKC;23;10;15.3;2;4.1;0.495;0.7;1.4;0.5;1.3;2.7;0.492;0.579;0.6;0.9;0.667;0.9;3.3;4.2;1.4;0.3;0.1;0.7;1.8;5.4
491;Kenrich Williams;PF;28;OKC;47;10;22.4;3.3;6.3;0.52;1;2.6;0.383;2.3;3.7;0.614;0.598;0.3;0.7;0.438;1.8;3.1;4.9;2;0.8;0.3;0.5;2;7.8
492;Mark Williams;C;21;CHO;27;2;14.9;2.9;4.4;0.642;0;0;0;2.9;4.4;0.642;0.642;1.4;2;0.709;1.7;3.8;5.4;0.3;0.7;1;0.7;2;7.1
493;Patrick Williams;PF;21;CHI;56;55;29;3.8;8.3;0.46;1.4;3.5;0.402;2.4;4.8;0.502;0.544;1.1;1.2;0.897;0.9;3.5;4.4;1.3;0.8;0.8;1.3;2;10.1
494;Robert Williams;C;25;BOS;21;12;23.7;3.8;5;0.762;0;0;0;3.8;5;0.762;0.762;0.7;1.1;0.652;3.1;5.6;8.8;1.7;0.5;1.2;1;1.8;8.3
495;Vince Williams Jr.;SG;22;MEM;9;0;5.4;0.3;1.4;0.231;0.1;1;0.111;0.2;0.4;0.5;0.269;0;0;0;0.2;0.6;0.8;0.3;0.4;0.1;0.1;0.7;0.8
496;Ziaire Williams;SF;21;MEM;28;3;17.4;2.4;5.7;0.421;0.7;2.9;0.247;1.7;2.8;0.603;0.484;0.5;0.6;0.765;0.4;2.1;2.5;0.9;0.4;0.2;1;1.8;6
497;Zion Williamson;PF;22;NOP;29;29;33;9.8;16.2;0.608;0.2;0.7;0.368;9.6;15.5;0.618;0.615;6.1;8.6;0.714;2;5;7;4.6;1.1;0.6;3.4;2.2;26
498;Justise Winslow;SF;26;POR;29;11;26.8;2.8;6.8;0.409;0.5;1.6;0.311;2.3;5.3;0.438;0.444;0.7;1;0.714;1.7;3.3;5;3.4;1;0.4;1.5;3.1;6.8
499;James Wiseman;C;21;GSW;21;0;12.5;2.8;4.5;0.628;0;0.1;0.5;2.8;4.4;0.63;0.633;1.2;1.8;0.684;0.9;2.6;3.5;0.7;0.1;0.3;0.7;1.9;6.9
500;Christian Wood;C;27;DAL;46;17;27.9;6.4;12.2;0.529;1.7;4.6;0.381;4.7;7.6;0.617;0.6;3;4.1;0.743;1.4;6.8;8.1;1.7;0.5;1.2;2;2.8;17.6
501;Delon Wright;PG;30;WAS;26;2;22.1;2.1;5.1;0.417;0.7;2.3;0.288;1.5;2.8;0.521;0.481;1.1;1.2;0.903;0.9;2.2;3.1;3.7;1.9;0.3;0.8;1.4;6
502;McKinley Wright IV;PG;24;DAL;19;1;10.2;1;2.4;0.422;0.1;0.6;0.167;0.9;1.7;0.515;0.444;0.3;0.5;0.6;0.3;1.1;1.4;1.7;0.4;0.2;0.6;0.9;2.4
503;Thaddeus Young;PF;34;TOR;45;9;16.1;2.2;4;0.562;0.1;0.6;0.172;2.1;3.3;0.638;0.576;0.4;0.6;0.692;1.4;1.9;3.4;1.5;1.1;0.1;0.8;1.8;5
504;Trae Young;PG;24;ATL;50;50;35.5;8.5;19.8;0.431;2.2;6.7;0.327;6.4;13.2;0.483;0.486;7.7;8.6;0.887;0.7;2.3;3;10.2;1;0.2;4.2;1.5;26.9
505;Ivica Zubac;C;25;LAC;57;57;29.4;4;6.4;0.617;0;0;0;4;6.4;0.621;0.617;2.2;3.2;0.702;3.3;6.9;10.2;1;0.4;1.3;1.7;2.9;10.2
